School Code,School Name,Address,City,State Code,Zip Code,Province,Country,Postal Code
042150,TOTAL TRANSFORMATION INSTITUTE OF COSMET,907 HIGHWAY 80,SAN MARCOS,TX,78666,N/A,N/A,N/A
042151,CALIFORNIA CAREER INSTITUTE,1240 S STATE COLG BLVD,ANAHEIM,CA,92806,N/A,N/A,N/A
042152,VIBE BARBER COLLEGE,623 CHELSEA AVENUE,MEMPHIS,TN,38107,N/A,N/A,N/A
042155,CHAMP'S BARBER SCHOOL,54 WEST KING STREET,LANCASTER,PA,17603,N/A,N/A,N/A
042159,YESHIVA GEDOLAH KESSER TORAH,50 CEDAR LANE,MONSEY,NY,10952,N/A,N/A,N/A
042160,UNIVERSAL TRAINING INSTITUTE,174 JEFFERSON STREET,PERTH AMBOY,NJ,08861,N/A,N/A,N/A
042161,YESHIVA YESODEI HATORAH,2 YESODEI COURT,LAKEWOOD,NJ,08701,N/A,N/A,N/A
042165,CENTER FOR THE HEALING ARTS,8102 TOWN CENTER BOULEVARD,VOORHEES,NJ,08043,N/A,N/A,N/A
042168,BONNIE JOSEPH ACADEMY OF COSMETOLOGY & B,164 SOUTH MAIN STREET,HEBER CITY,UT,84032,N/A,N/A,N/A
042169,SAN IGNACIO UNIVERSITY,3905 NORTHWEST 107TH AVENUE,MIAMI,FL,33178,N/A,N/A,N/A
042170,HEALTHCARE TRAINING INSTITUTE,322 WILLIAMS BOULEVARD,KENNER,LA,70062,N/A,N/A,N/A
042175,J D ACADEMY OF SALON AND SPA,520 SAN RAMON VALLEY BOULEVARD,DANVILLE,CA,94526,N/A,N/A,N/A
042176,SESSIONS COLLEGE FOR PROFESSIONAL DESIGN,"51 WEST THIRD STREET,",TEMPE,AZ,85281,N/A,N/A,N/A
042178,BOCA BEAUTY ACADEMY,7820 GLADES ROAD,BOCA RATON,FL,33434,N/A,N/A,N/A
042183,MIDWIVES COLLEGE OF UTAH,1174 EAST GRAYSTONE WAY STE 2,SALT LAKE CITY,UT,84106,N/A,N/A,N/A
042184,CITY POINTE BEAUTY ACADEMY,501 SOUTH MADISON STREET,WEBB CITY,MO,64870,N/A,N/A,N/A
042185,INNOVATE SALON ACADEMY,4985 STELTON ROAD,SOUTH PLAINFIELD,NJ,07080,N/A,N/A,N/A
042188,REGENT'S UNIVERSITY LONDON,INNER CIRCLE,LONDON,FC,00000,LONDON,ENGLAND,NW1 4NS
042189,ROCKY VISTA UNIVERSITY COLLEGE OF OSTEOP,8401 SOUTH CHAMBERS ROAD,PARKER,CO,80134,N/A,N/A,N/A
042190,IGLOBAL UNIVERSITY,"8133 LEESBURG PIKE, #230",VIENNA,VA,22182,N/A,N/A,N/A
042191,ALEXANDER PAUL INSTITUTE OF HAIR DESIGN,1011 CHARLES BLVD STE A,GREENVILLE,NC,27858,N/A,N/A,N/A
042192,ACE COSMETOLOGY AND BARBER TRAINING CENT,625 WOLCOTT STREET,WATERBURY,CT,06705,N/A,N/A,N/A
042193,EAST-WEST HEALING ARTS INSTITUTE,6425 NORMANDY LANE,MADISON,WI,53719,N/A,N/A,N/A
042200,DESIGNER BARBER & STYLIST SCHOOL,2409 SOUTH 56TH STREET,FT SMITH,AR,72903,N/A,N/A,N/A
042202,MORE TECH INSTITUTE,1010 WEST 49TH STREET,HIALEAH,FL,33012,N/A,N/A,N/A
042204,CHRYSM INSTITUTE OF ESTHETICS (THE),281 INDEPENDENCE BOULEVARD,VIRGINIA BEACH,VA,23462,N/A,N/A,N/A
042205,BUTTE COUNTY REGIONAL OCCUPATIONAL PROGR,2491 CARMICHAEL DRIVE,CHICO,CA,95928,N/A,N/A,N/A
042209,NATIONAL PERSONAL TRAINING INSTITUTE OF,10516 SAWMILL ROAD,POWELL,OH,43065,N/A,N/A,N/A
042210,"STANDARD HEALTHCARE SERVICES, COLLEGE OF",7704 LEESBURG PIKE,FALLS CHURCH,VA,22043,N/A,N/A,N/A
042211,NEW HORIZONS MEDICAL INSTITUTE,5675 JIMMY CARTER BOULEVARD,NORCROSS,GA,30071,N/A,N/A,N/A
042213,PHILADELPHIA TECHNICIAN TRAINING INST,7446 D OGONTZ AVENUE,PHILADELPHIA,PA,19138,N/A,N/A,N/A
042214,PAUL MITCHELL THE SCHOOL DENVER,405 SOUTH TELLER STREET,LAKEWOOD,CO,80226,N/A,N/A,N/A
042217,ZMS THE ACADEMY,2228 E. CESAR E. CHAVEZ,LOS ANGELES,CA,90033,N/A,N/A,N/A
042220,ARCLABS,2615 HIGHWAY 153,PIEDMONT,SC,29673,N/A,N/A,N/A
042222,FAB SCHOOL (THE),9571 PITTSBURGH AVENUE,RANCHO CUCAMONGA,CA,91730,N/A,N/A,N/A
042231,ARROJO COSMETOLOGY SCHOOL,56 KING STREET,NEW YORK,NY,10014,N/A,N/A,N/A
042232,GRACE INTERNATIONAL BEAUTY SCHOOL,"136-31 41ST AVENUE, 6TH FLOOR",FLUSHING,NY,11355,N/A,N/A,N/A
042233,ALLIANCE COMPUTING SOLUTIONS,"3660 MAIN STREET, 4TH FLOOR",FLUSHING,NY,11354,N/A,N/A,N/A
042234,INTERAMERICAN TECHNICAL INSTITUTE,9600 SOUTHWEST 8TH STREET,MIAMI,FL,00174,N/A,N/A,N/A
042236,ACADEMY OF INTERACTIVE ENTERTAINMENT,305 HARRISON STREET SUITE 405,SEATTLE,WA,98109,N/A,N/A,N/A
042237,BAY AREA MEDICAL ACADEMY,1 HALLIDIE PLAZA,SAN FRANCISCO,CA,94102,N/A,N/A,N/A
042239,MIND BODY INSTITUTE,1556 CRESTVIEW DRIVE,MADISON,TN,37115,N/A,N/A,N/A
042241,COSMETOLOGY ACADEMY OF TEXARKANA,4115 NORTH KINGS HIGHWAY,TEXARKANA,TX,75503,N/A,N/A,N/A
042242,BELLE ACADEMY OF COSMETOLOGY,27A SOUTH COMMONS ROAD,WATERBURY,CT,06704,N/A,N/A,N/A
042243,VALOR CHRISTIAN COLLEGE,"PO BOX 800, 4595 GENDER ROAD",COLUMBUS,OH,43216,N/A,N/A,N/A
042244,NETWORKS BARBER COLLEGE,508 BURNHAM AVENUE,CALUMET,IL,60409,N/A,N/A,N/A
042245,TRENZ BEAUTY ACADEMY,695 WENTWORTH AVENUE,CALUMET CITY,IL,60409,N/A,N/A,N/A
042246,BARBER SCHOOL OF PITTSBURGH,143 STEUBEN STREET,PITTSBURGH,PA,15220,N/A,N/A,N/A
042247,JB'S HAIR DESIGN AND BARBER COLLEGE,6008 SOUTH WESTERN AVENUE,OKLAHOMA CITY,OK,73139,N/A,N/A,N/A
042249,COLLEGE OF THE MUSCOGEE NATION,2170 RAVEN CIRCLE,OKMULGEE,OK,74447,N/A,N/A,N/A
042250,PARISIAN SPA INSTITUTE,1045 RIVERSIDE AVENUE,JACKSONVILLE,FL,32204,N/A,N/A,N/A
042253,CREATIVE TOUCH COSMETOLOGY SCHOOL,234 EAST 3RD STREET,WATERLOO,IL,62298,N/A,N/A,N/A
042255,WESTCHESTER SCHOOL FOR DENTAL ASSISTANTS,1053 SAW MILL RIVER ROAD,ARDSLEY,NY,10502,N/A,N/A,N/A
042257,CLEVELAND BARBER COLLEGE,1633 GOLDEN GATE PLAZA,MAYFIELD HEIGHTS,OH,44124,N/A,N/A,N/A
042259,SETTING THE STANDARD BARBERING AND NATUR,711 TEXAS STREET,SHREVEPORT,LA,71101,N/A,N/A,N/A
042260,BOS-MAN'S BARBER COLLEGE,6213 LINWOOD AVENUE,SHREVEPORT,LA,71106,N/A,N/A,N/A
042261,LAWRENCE & COMPANY COLLEGE OF COSMETOLOG,2048 GRANT STREET,SELMA,CA,93662,N/A,N/A,N/A
042263,DIVINE CROWN ACADEMY OF COSMETOLOGY,101 SOUTH 25TH STREET,HARRISBURG,PA,17104,N/A,N/A,N/A
042264,MT TRAINING CENTER,1801 SOUTH GREAT SOUTHWEST PARKWAY,GRAND PRAIRIE,TX,75051,N/A,N/A,N/A
042267,ALABAMA COLLEGE OF OSTEOPATHIC MEDICINE,445 HEALTH SCIENCES BOULEVARD,DOTHAN,AL,36303,N/A,N/A,N/A
042270,ABC ADULT SCHOOL,12254 CUESTA DRIVE,CERRITOS,CA,90703,N/A,N/A,N/A
042271,AMERICA EVANGELICAL UNIVERSITY,1818 SOUTH WESTERN AVENUE,LOS ANGELES,CA,90006,N/A,N/A,N/A
042272,BET MEDRASH GADOL ATERET TORAH,1750 E 4TH ST,BROOKLYN,NY,11223,N/A,N/A,N/A
042273,UNIVERSITY OF OXFORD-ST. STEPHEN'S HOUSE,16 MARSTON STREET,OXFORD,FC,00000,OXFORD,ENGLAND,0X4 1JX
042275,MERRYFIELD SCHOOL OF PET GROOMING,5040 NORTHEAST 13 AVENUE,OAKLAND PARK,FL,33334,N/A,N/A,N/A
042276,SHERRILL'S UNIVERSITY OF BARBER & COSMET,2110 NEW BERN AVENUE,RALEIGH,NC,27610,N/A,N/A,N/A
042278,BETHANY GLOBAL UNIVERSITY,6820 AUTO CLUB ROAD,BLOOMINGTON,MN,55438,N/A,N/A,N/A
042281,HIGH DESERT MEDICAL COLLEGE,"701 WEST AVENUE K, SUITE 123",LANCASTER,CA,93534,N/A,N/A,N/A
042283,PAUL MITCHELL THE SCHOOL SCHENECTADY,411 STATE STREET,SCHENECTADY,NY,12305,N/A,N/A,N/A
042284,BEYOND MEASURE BARBERING INSTITUTE,524 WEST CENTER STREET,MEBANE,NC,27302,N/A,N/A,N/A
042286,TOP OF THE LINE BARBER COLLEGE,1904 SAVANNAH HIGHWAY,CHARLESTON,SC,29407,N/A,N/A,N/A
042290,BARBER INSTITUTE OF TEXAS,2430 SOUTH HIGH STREET,LONGVIEW,TX,75602,N/A,N/A,N/A
042292,JUPITER BEAUTY ACADEMY,95 FREEPORT STREET,BOSTON,MA,02122,N/A,N/A,N/A
042293,MEDQUEST COLLEGE,10400 LINN STATION ROAD,LOUISVILLE,KY,40223,N/A,N/A,N/A
042294,MIDFIELD INSTITUTE OF COSMETOLOGY,26 B PHILLIPS DRIVE,MIDFIELD,AL,35228,N/A,N/A,N/A
042295,TEXAS A&M UNIVERSITY - CENTRAL TEXAS,1001 LEADERSHIP PLACE,KILLEEN,TX,76549,N/A,N/A,N/A
042296,RUBY'S ACADEMY FOR HEALTH OCCUPATIONS,4343 WEST SUNRISE BOULEVARD,PLANTATION,FL,33313,N/A,N/A,N/A
042297,FIRST COAST BARBER ACADEMY,625 N JULIA STREET,JACKSONVILLE,FL,32202,N/A,N/A,N/A
042298,GADSDEN TECHNICAL INSTITUTE,201 MARTIN LUTHER KING JR BOULEVARD,QUINCY,FL,32351,N/A,N/A,N/A
042299,DEBUTANTES SCHOOL OF BEAUTY,145 N. 3RD STREET,DEKALB,IL,60115,N/A,N/A,N/A
042301,RABBINICAL COLLEGE OHR YISROEL,8800 SEAVIEW AVE.,BROOKLYN,NY,11236,N/A,N/A,N/A
042302,PAUL MITCHELL THE SCHOOL FARMINGTON HILL,27590 ORCHARD LAKE ROAD,FARMINGTON HILLS,MI,48334,N/A,N/A,N/A
042303,PAUL MITCHELL THE SCHOOL MERRILLVILLE,7990 BROADWAY,MERRILLVILLE,IN,46410,N/A,N/A,N/A
042305,PAUL MITCHELL THE SCHOOL GRAND RAPIDS,2855 29TH STREET SE SUITE B,KENTWOOD,MI,49512,N/A,N/A,N/A
042307,UNIVERSITY OF THE HIGHLANDS AND ISLANDS,1 INVERNESS CAMPUS,INVERNESS,FC,00000,HIGHLAND,SCOTLAND,IV2 5NA
042309,RICCI'S TONI & GUY HAIRDRESSING ACADEMY,99 SOUTH MAIN STREET,NEWTOWN,CT,06470,N/A,N/A,N/A
042310,STUDIO BEAUTY SCHOOL,2824 N MONROE,SPOKANE,WA,99205,N/A,N/A,N/A
042312,NEECEE'S COLLEGE OF COSMETOLOGY,1813 INDUSTRIAL BOULEVARD,ABILENE,TX,79602,N/A,N/A,N/A
042313,YAHWEH BEAUTY ACADEMY,431 NORTH 38TH STREET,KILLEEN,TX,76543,N/A,N/A,N/A
042314,BELLA ACADEMY OF COSMETOLOGY,1440 SOUTH 39TH STREET,MANITOWOC,WI,54220,N/A,N/A,N/A
042315,YESHIVA SHOLOM SHACHNA,401 ELMWOOD AVENUE,BROOKLYN,NY,11230,N/A,N/A,N/A
042316,UNIVERSITY OF JOHANNESBURG,AUCKLAND PARK KINGSWAY CAMPUS,JOHANNESBURG,FC,00000,GAUTENG,SOUTH AFRICA,2006
042319,ALAMO CITY BARBER COLLEGE,8910 BANDERA ROAD,SAN ANTONIO,TX,78250,N/A,N/A,N/A
042320,STUDIO INCAMMINATI,1901 SOUTH 9TH STREET,PHILADELPHIA,PA,19148,N/A,N/A,N/A
042323,HVAC TECHNICAL INSTITUTE,4532 SOUTH KOLIN AVENUE,CHICAGO,IL,60632,N/A,N/A,N/A
042328,JOHN PATRICK UNIVERSITY OF HEALTH AND AP,100 EAST WAYNE STREET,SOUTH BEND,IN,46601,N/A,N/A,N/A
042329,PREPARING PEOPLE BARBER STYLING COLLEGE,3125 MARTIN LUTHER KING JR BLVD,DALLAS,TX,75215,N/A,N/A,N/A
042331,ARIZONA SCHOOL OF INTEGRATIVE STUDIES,639 NORTH SIXTH AVENUE,TUCSON,AZ,85705,N/A,N/A,N/A
042332,UNITED INTERNATIONAL COLLEGE,3130 COMMERCE PARKWAY,MIRAMAR,FL,33025,N/A,N/A,N/A
042334,LEE PROFESSIONAL INSTITUTE,2950 WINKLER AVENUE,FORT MYERS,FL,33916,N/A,N/A,N/A
042337,CHRISTINE VALMY INTERNATIONAL SCHOOL FOR,1501 BROADWAY,NEW YORK,NY,10036,N/A,N/A,N/A
042339,ATLANTIS UNIVERSITY,1442 BISCAYNE BOULEVARD,MIAMI,FL,33132,N/A,N/A,N/A
042340,SAN FRANCISCO FILM SCHOOL,155 SANSOME STREET,SAN FRANCISCO,CA,94104,N/A,N/A,N/A
042342,CENTER FOR ULTRASOUND RESEARCH & EDUCATI,333 WESTCHESTER AVENUE,WHITE PLAINS,NY,10604,N/A,N/A,N/A
042343,CULINARY TECH CENTER,460 WEST 34TH STREET,NEW YORK,NY,10001,N/A,N/A,N/A
042344,AMERICAN INSTITUTE OF ALTERNATIVE MEDICI,"223 RT. 18, STE 205",EAST BRUNSWICK,NJ,08816,N/A,N/A,N/A
042346,PARK PLACE PREMIER BARBER SCHOOL,3024 GENTILLY BOULEVARD,NEW ORLEANS,LA,70122,N/A,N/A,N/A
042348,RANDOLPH TECHNICAL CENTER,200 KENNEDY DRIVE,ELKINS,WV,26241,N/A,N/A,N/A
042349,AMG SCHOOL OF LICENSE PRACTICAL NURSING,147 PRINCE STREET,BROOKLYN,NY,11201,N/A,N/A,N/A
042350,FELBRY COLLEGE SCHOOL OF NURSING,6055 CLEVELAND AVENUE,COLUMBUS,OH,43231,N/A,N/A,N/A
042353,POLYTECH ADULT EDUCATION,823 WALNUT SHADE ROAD,WOODSIDE,DE,19980,N/A,N/A,N/A
042354,SAINT MICHAEL COLLEGE OF ALLIED HEALTH,"1106 BLADENSBURG ROAD, NE",WASHINGTON,DC,20002,N/A,N/A,N/A
042355,PRESIDIO GRADUATE SCHOOL,1202 RALSTON AVENUE,SAN FRANCISCO,CA,94129,N/A,N/A,N/A
042359,BELLA COSMETOLOGY AND BARBER COLLEGE,5015A WESLEY STREET,GREENVILLE,TX,75402,N/A,N/A,N/A
042364,SANDRA ACADEMY OF SALON SERVICES,907 MAIN STREET,NEW TAZEWELL,TN,37825,N/A,N/A,N/A
042368,FOUNTAIN OF YOUTH ACADEMY OF COSMETOLOGY,5824 FORBES AVENUE,PITTSBURGH,PA,15217,N/A,N/A,N/A
042371,SALON PROFESSIONAL ACADEMY (THE),1600 SARATOGA AVENUE,SAN JOSE,CA,95129,N/A,N/A,N/A
042372,MONTEFIORE SCHOOL OF NURSING,53 VALENTINE STREET,MOUNT VERNON,NY,10550,N/A,N/A,N/A
042376,CALIFORNIA JAZZ CONSERVATORY,2087 ADDISON STREET,BERKELEY,CA,94704,N/A,N/A,N/A
042377,COLLEGE OF HEALTH CAREERS,950 EAST MAIN STREET,SOMERTON,AZ,85350,N/A,N/A,N/A
042378,CALIFORNIA BARBER AND BEAUTY COLLEGE,5315 EL CAJON BOULEVARD,SAN DIEGO,CA,92115,N/A,N/A,N/A
042381,CLIFF COLLEGE,CLIFF LANE,CALVER,FC,00000,DERBYSHIRE,ENGLAND,S32 3XG
042382,LAREDO CHI ACADEMY BEAUTY SCHOOL,1710 PEACEFUL MEADOWS CT,LAREDO,TX,78041,N/A,N/A,N/A
042384,FLORIDA INTERNATIONAL TRAINING INSTITUTE,9300 NORTHWEST 25TH STREET,DORAL,FL,33172,N/A,N/A,N/A
042386,GOULD'S ACADEMY,1203 RIDGEWAY ROAD # 203,MEMPHIS,TN,38119,N/A,N/A,N/A
042387,DERMAL SCIENCE INTERNATIONAL AESTHETICS,11301 SUNSET HILLS ROAD,RESTON,VA,20190,N/A,N/A,N/A
042389,"BEAUTY SCHOOL, (THE)",1058 HIGHLAND CIRCLE,MOUNTAIN HOME,AR,72653,N/A,N/A,N/A
042390,B-UNIQUE BEAUTY & BARBER ACADEMY,10 LIBERTY LANE,GREENVILLE,SC,29607,N/A,N/A,N/A
042395,VIRGINIA UNIVERSITY OF INTEGRATIVE MEDIC,9401 MATHY DRIVE,FAIRFAX,VA,22031,N/A,N/A,N/A
042396,KENTUCKY HORSESHOEING SCHOOL,3612 LEXINGTON ROAD,RICHMOND,KY,40475,N/A,N/A,N/A
042397,"VOCATIONAL NURSING INSTITUTE, (THE)",11201 STEEPLEPARK DRIVE,HOUSTON,TX,77065,N/A,N/A,N/A
042401,AMERICAN UNIVERSITY OF ANTIGUA COLLEGE O,UNIVERSITY PARK,COOLIDGE,FC,00000,ST.JOHN'S,ANTIGUA,N/A
042402,AVIATION INSTITUTE OF MAINTENANCE,9636 EARHART ROAD,OAKLAND,CA,94621,N/A,N/A,N/A
042405,PAUL MITCHELL THE SCHOOL TULSA,14002 EAST 21ST  STREET,TULSA,OK,74134,N/A,N/A,N/A
042407,IMAGE MAKER BEAUTY INSTITUTE,"139 MAPLE ROW BOULEVARD, SUITE 208",HENDERSONVILLE,TN,37075,N/A,N/A,N/A
042408,SUMMIT CHRISTIAN COLLEGE,2025 21ST STREET,GERING,NE,69341,N/A,N/A,N/A
042409,PPG TECHNICAL COLLEGE,AVE SAKURA LOTE 6,CAGUAS,PR,00726,N/A,N/A,N/A
042412,MARY IMMACULATE COLLEGE,SOUTH CIRCULAR ROAD,LIMERICK,FC,00000,N/A,IRELAND,N/A
042415,WAVE LEADERSHIP COLLEGE,1000 NORTH GREAT NECK ROAD,VIRGINIA BEACH,VA,23454,N/A,N/A,N/A
042418,ACADEMY OF PROFESSIONAL COSMETOLOGY,2600 WEST HUDSON ROAD SUITE A,ROGERS,AR,72756,N/A,N/A,N/A
042419,RIVER VALLEY SCHOOL OF MASSAGE,2003 EAST PARKWAY DRIVE,RUSSELLVILLE,AR,72802,N/A,N/A,N/A
042420,LATIN BEAUTY ACADEMY,6348 FOREST HILL BOULEVARD,GREENACRES,FL,33415,N/A,N/A,N/A
042421,UNIVERSITY OF NORTH TEXAS AT DALLAS,7300 UNIVERSITY HILLS BOULEVARD,DALLAS,TX,75241,N/A,N/A,N/A
042423,DALTON INSTITUTE OF ESTHETICS AND COSMET,100 WEST WALNUT AVENUE,DALTON,GA,30720,N/A,N/A,N/A
042425,ASSOCIATED BARBER COLLEGE OF SAN DIEGO,1333 5TH AVENUE,SAN DIEGO,CA,92101,N/A,N/A,N/A
042426,ABCO TECHNOLOGY,11222 S LA CIENEGA BLVD,INGLEWOOD,CA,90304,N/A,N/A,N/A
042428,CAAN ACADEMY OF NURSING,4747 LINCOLN MALL DR. - SUITE 420,MATTESON,IL,60443,N/A,N/A,N/A
042429,MARTINSBURG COLLEGE,341 AIKENS CENTER,MARTINSBURG,WV,25404,N/A,N/A,N/A
042431,ALHAMBRA MEDICAL UNIVERSITY,25 SOUTH RAYMOND AVENUE,ALHAMBRA,CA,91801,N/A,N/A,N/A
042432,CENTRAL YESHIVA BETH JOSEPH,1502 AVENUE N,BROOKLYN,NY,11230,N/A,N/A,N/A
042433,GARDEN STATE SCIENCE AND TECHNOLOGY INST,591 SUMMIT AVENUE,JERSEY CITY,NJ,07306,N/A,N/A,N/A
042434,LIONEL UNIVERSITY,1015 MARK AVENUE,CARPINTERIA,CA,93013,N/A,N/A,N/A
042435,BARBER TECH ACADEMY,1650 RUSSELL STREET,ORANGEBURG,SC,29115,N/A,N/A,N/A
042438,ABRAHAM LINCOLN UNIVERSITY,100 W. BROADWAY,GLENDALE,CA,91210,N/A,N/A,N/A
042440,CALIFORNIA INTERCONTINENTAL UNIVERSITY,"2301 MAIN ST, STE 250",IRVINE,CA,92614,N/A,N/A,N/A
042443,ANTIOCH COLLEGE,ONE MORGAN PLACE,YELLOW SPRINGS,OH,45387,N/A,N/A,N/A
042444,TOHOKU UNIVERSITY,"2-1-1 KATAHIRA, AOBA-KU",SENDAI,FC,00000,MIYAGI PREFECTURE,JAPAN,980-8577
042445,NORWICH UNIVERSITY OF THE ARTS,"FRANCIS HOUSE, 3-7 REDWELL STREET",NORWICH,FC,00000,NORFOLK,ENGLAND,NR2 4SN
042447,MED ACADEMY,3418 WEST 84TH STREET,HIALEAH,FL,33018,N/A,N/A,N/A
042449,SONORAN DESERT INSTITUTE,8767 EAST VIA DE VENTURA,SCOTTSDALE,AZ,85258,N/A,N/A,N/A
042454,INFINITY COLLEGE,117 WEST PINHOOK RD,LAFAYETTE,LA,70501,N/A,N/A,N/A
042455,UNITED HEALTHCARE CAREERS COLLEGE,1625 WEST OLYMPIC BOULEVARD,LOS ANGELES,CA,90015,N/A,N/A,N/A
042458,NATURAL IMAGES BEAUTY COLLEGE,236 OLD ANGLETON ROAD,CLUTE,TX,77531,N/A,N/A,N/A
042461,NASHVILLE FILM INSTITUTE,191 POLK AVENUE,NASHVILLE,TN,37210,N/A,N/A,N/A
042462,CALIFORNIA INSTITUTE OF MEDICAL SCIENCE,1780 EAST BULLARD,FRESNO,CA,93710,N/A,N/A,N/A
042463,EDUMED PARTNERS,907 RIVERGATE PKY.,GOODLETTSVILLE,TN,37072,N/A,N/A,N/A
042465,MASSAGE INSTITUTE OF MEMPHIS (THE),2076 UNION AVENUE,MEMPHIS,TN,38104,N/A,N/A,N/A
042466,TEXTURES INSTITUTE OF COSMETOLOGY,8325 NORTH MICHIGAN ROAD,INDIANAPOLIS,IN,46268,N/A,N/A,N/A
042467,LEARNING BRIDGE CAREER INSTITUTE,1340 WEST TUNNELL BOULEVARD,HOUMA,LA,70360,N/A,N/A,N/A
042469,PIBERRY INSTITUTE,30356 OLD DIXIE HIGHWAY,HOMESTEAD,FL,33033,N/A,N/A,N/A
042471,ACADEMY OF COSMETOLOGY AND ESTHETICS,1419 WEST AUSTIN BOULEVARD,NEVADA,MO,64772,N/A,N/A,N/A
042472,WESTERN MARICOPA EDUCATION CENTER,6997 NORTH GLEN HARBOR BOULEVARD,GLENDALE,AZ,85307,N/A,N/A,N/A
042474,EA LA MAR'S COSMETOLOGY & BARBER COLLEGE,1220 BROOKLYN AVENUE,KANSAS CITY,MO,64127,N/A,N/A,N/A
042476,NEW BEGINNINGS BEAUTY ACADEMY,1609 WEST 26TH STREET,PINE BLUFF,AR,71601,N/A,N/A,N/A
042477,REGINA WEBB ACADEMY,2425 SCOTTSVILLE ROAD,BOWLING GREEN,KY,42104,N/A,N/A,N/A
042480,"RECORDING CONSERVATORY OF AUSTIN, (THE)",4615 CITY PARK ROAD,AUSTIN,TX,78730,N/A,N/A,N/A
042482,DEHART TECHNICAL SCHOOL,311 BITRITTO WAY,MODESTO,CA,95356,N/A,N/A,N/A
042483,LOS ANGELES ACADEMY OF FIGURATIVE ART,16926 SATICOY STREET,VAN NUYS,CA,91406,N/A,N/A,N/A
042484,ACADEMY OF INTERACTIVE ENTERTAINMENT,537 CAJUNDOME BOULEVARD #211,LAFAYETTE,LA,70506,N/A,N/A,N/A
042485,TEXAS A&M UNIVERSITY-SAN ANTONIO,ONE UNIVERSITY WAY,SAN ANTONIO,TX,78224,N/A,N/A,N/A
042487,METRO DETROIT BARBER COLLEGE,7443 W. MCNICHOLS,DETROIT,MI,48221,N/A,N/A,N/A
042488,WONGU UNIVERSITY OF ORIENTAL MEDICINE,8620 SOUTH EASTERN AVENUE,LAS VEGAS,NV,89123,N/A,N/A,N/A
042489,VH BARBER & STYLING ACADEMY,505 BARKSDALE BOULEVARD,BOSSIER CITY,LA,71111,N/A,N/A,N/A
042490,MEDICAL CAREER & TECHNICAL COLLEGE,630 EASTERN BYPASS,RICHMOND,KY,40475,N/A,N/A,N/A
042493,SALON BOUTIQUE ACADEMY,4135 BELT LINE ROAD,ADDISON,TX,75001,N/A,N/A,N/A
042494,CENTER FOR NEUROSOMATIC STUDIES,13923 ICOT BOULEVARD,CLEARWATER,FL,33760,N/A,N/A,N/A
042496,WESTCLIFF UNIVERSITY,17877 VON KARMAN AVENUE,IRVINE,CA,92614,N/A,N/A,N/A
042498,DOLCE THE ACADEMY,91 SCHRAFFTS DRIVE,WATERBURY,CT,06705,N/A,N/A,N/A
042499,YELLOWSTONE CHRISTIAN COLLEGE,1515 SOUTH SHILOH ROAD,BILLINGS,MT,59106,N/A,N/A,N/A
042500,UNION BIBLE COLLEGE,434 S. UNION STREET,WESTFIELD,IN,46074,N/A,N/A,N/A
042501,SANTA BARBARA AND VENTURA COLLEGES OF LA,4475 MARKET STREET,VENTURA,CA,93003,N/A,N/A,N/A
042502,FOCUS PERSONAL TRAINING INSTITUTE,"115 WEST 27TH STREET, 11TH FLOOR",NEW YORK,NY,10001,N/A,N/A,N/A
042503,HAIR ACADEMY SCHOOL OF BARBERING & BEAUT,160 PENCADER PLAZA,NEWARK,DE,19713,N/A,N/A,N/A
042504,FOSBRE ACADEMY OF HAIR DESIGN,2703 CAPITAL MALL DRIVE SOUTHWEST,OLYMPIA,WA,98502,N/A,N/A,N/A
042505,NATIONAL PERSONAL TRAINING INSTITUTE,809 SOUTH ORLANDO AVENUE,WINTER PARK,FL,32789,N/A,N/A,N/A
042506,CALIFORNIA INSTITUTE OF ADVANCED MANAGEM,1000 S FREMONT AVE BOX 45,ALHAMBRA,CA,91803,N/A,N/A,N/A
042508,MISSION BEAUTY INSTITUTE,1123 EAST 9TH STREET,MISSION,TX,78572,N/A,N/A,N/A
042513,PACIFIC BIBLE COLLEGE,"28 SOUTH FIR STREET, #212",MEDFORD,OR,97501,N/A,N/A,N/A
042514,ELIM BIBLE INSTITUTE AND COLLEGE,7245 COLLEGE STREET,LIMA,NY,14485,N/A,N/A,N/A
042515,BETH MEDRASH OF ASBURY PARK,1500 VERMONT AVENUE,LAKEWOOD,NJ,08701,N/A,N/A,N/A
042517,HOPE COLLEGE OF ARTS AND SCIENCES,1200 SOUTH WEST 3RD STREET,POMPANO BEACH,FL,33069,N/A,N/A,N/A
042518,GRADUATE INSTITUTE OF INTERNATIONAL AND,"2,CH EUGENE RIGOT",GENEVA,FC,00000,N/A,SWITZERLAND,1202
042520,YESHIVA GEDOLAH SHAAREI SHMUEL,511 OCEAN AVENUE,LAKEWOOD,NJ,08701,N/A,N/A,N/A
042522,EDGE HILL UNIVERSITY,ST HELENS ROAD,ORMSKIRK,FC,00000,N/A,ENGLAND,L39 4QP
042523,PREMIER BARBER INSTITUTE,573 EAST MAIN STREET,NORRISTOWN,PA,19401,N/A,N/A,N/A
042524,WORLD CLASS ACADEMY OF BEAUTY CAREERS,516 WEST ORANGE AVENUE,TALLAHASSEE,FL,32310,N/A,N/A,N/A
