School Code,School Name,Address,City,State Code,Zip Code,Province,Country,Postal Code
E01705,ECPI UNIVERSITY - RICHMOND SOUTH,800 MOOREFIELD PARK DRIVE,RICHMOND,VA,23236,N/A,N/A,N/A
E01706,ECPI UNIVERSITY - INNSBROOK,4305 COX ROAD,GLEN ALLEN,VA,23060,N/A,N/A,N/A
E01707,ECPI UNIVERSITY - RICHMOND WEST,2809 EMERYWOOD PARKWAY,RICHMOND,VA,23294,N/A,N/A,N/A
E01713,CAREER CARE INSTITUTE - VENTURA,2151 ALESSANDRO DRIVE,VENTURA,CA,93001,N/A,N/A,N/A
E01736,MILLER-MOTTE COLLEGE-MCCANN-LEWISBURG,7495 WESTBRANCH HIGHWAY,LEWISBURG,PA,17837,N/A,N/A,N/A
E01739,MAKE-UP DESIGNORY -,375 W. BROADWAY,NEW YORK,NY,10012,N/A,N/A,N/A
E01740,ALLEN SCHOOL - BROOKLYN,188 MONTAGUE STREET,BROOKLYN,NY,11201,N/A,N/A,N/A
E01743,AMERICAN INTERCONTINENTAL UNIVERSITY,6600 PEACHTREE-DUNWOODY,ATLANTA,GA,30328,N/A,N/A,N/A
E01748,JOHN DEWEY COLLEGE - MANATI,"ROAD 604, KM. 49.1",MANATI,PR,00674,N/A,N/A,N/A
E01751,VIRGINIA COLLEGE - CHARLESTON,6185 RIVERS AVENUE,NORTH CHARLESTON,SC,29406,N/A,N/A,N/A
E01766,CAREER ACADEMY OF HAIR DESIGN - SILOAM,821 SOUTH MOUNT OLIVE STREET,SILOAM SPRINGS,AR,72761,N/A,N/A,N/A
E01785,MILLER-MOTTE COLLEGE - FAYETTEVILLE,3725 RAMSEY STREET,FAYETTEVILLE,NC,28311,N/A,N/A,N/A
E01788,MILLER-MOTTE COLLEGE-MCCANN-ALLENTOWN,2200 NORTH IRVING STREET,ALLENTOWN,PA,18109,N/A,N/A,N/A
E01789,UNITECH TRAINING ACADEMY - WEST MONROE,111 CROSLEY STREET,WEST MONROE,LA,71291,N/A,N/A,N/A
E01790,UNITECH TRAINING ACADEMY - HOUMA,1227 GRAND CAILLOU ROAD,HOUMA,LA,70363,N/A,N/A,N/A
E01791,UNITECH TRAINING ACADEMY -  ALEXANDRIA,7228 ENGLAND DRIVE,ALEXANDRIA,LA,71303,N/A,N/A,N/A
E01796,ROSS MEDICAL EDUCATION CENTER - DAVISON,815 SOUTH STATE STREET,DAVISON,MI,48423,N/A,N/A,N/A
E01826,UNITED EDUCATION INSTITUTE - ONTARIO,4730 ONTARIO MILLS PARKWAY,ONTARIO,CA,91764,N/A,N/A,N/A
E01827,UNITED EDUCATION INSTITUTE - ENCINO,5445 BALBOA BOULEVARD,ENCINO,CA,91316,N/A,N/A,N/A
E01829,ROSS MEDICAL EDUCATION CENTER -,445 E. UNIVERSITY DRIVE,GRANGER,IN,46530,N/A,N/A,N/A
E01830,SCHOOL OF COMMUNICATION ARTS OF NC - LIV,906 MALL LOOP ROAD,HIGH POINT,NC,27262,N/A,N/A,N/A
E01836,MILLER-MOTTE COLLEGE - COLUMBUS,1800 BOX ROAD,COLUMBUS,GA,31907,N/A,N/A,N/A
E01841,BRIGHTWOOD COLLEGE - CHULA VISTA,555 BROADWAY,CHULA VISTA,CA,91910,N/A,N/A,N/A
E01844,GLENDALE CAREER COLLEGE - NEVADA CAREER,3231 NORTH DECATUR BOULEVARD,LAS VEGAS,NV,89131,N/A,N/A,N/A
E01851,RASMUSSEN UNIVERSITY - WAUSAU,1101 WESTWOOD DRIVE,WAUSAU,WI,54401,N/A,N/A,N/A
E01864,RASMUSSEN UNIVERSITY - BLAINE,3629 95TH AVENUE NORTHEAST,BLAINE,MN,55014,N/A,N/A,N/A
E01865,RASMUSSEN UNIVERSITY -  MOKENA,8650 WEST SPRING LAKE ROAD,MOKENA,IL,60448,N/A,N/A,N/A
E01879,TOURO UNIVERSITY - NEVADA,874 AMERICAN PACIFIC DRIVE,HENDERSON,NV,89014,N/A,N/A,N/A
E01886,UNITED EDUCATION INSTITUTE - CHULA VISTA,1261 THIRD AVENUE,CHULA VISTA,CA,91911,N/A,N/A,N/A
E01887,UNITED EDUCATION INSTITUTE - WEST COVINA,339 N. AZUSA AVENUE,WEST COVINA,CA,91731,N/A,N/A,N/A
E01888,UNITED EDUCATION INSTITUTE- GARDEN GROVE,10870 KATELLA AVENUE,GARDEN GROVE,CA,92840,N/A,N/A,N/A
E01897,CONTINENTAL SCHOOL OF BEAUTY CULTURE - M,2803 BREWERTON ROAD,MATTYDALE,NY,13211,N/A,N/A,N/A
E01901,VIRGINIA COLLEGE - ECOTECH INSTITUTE - A,1400 SOUTH ABILENE STREET,AURORA,CO,80012,N/A,N/A,N/A
E01913,MILLER-MOTTE COLLEGE - CONWAY,2451 EAST HIGHWAY 501,CONWAY,SC,29526,N/A,N/A,N/A
E01928,UNITED EDUCATION INSTITUTE - UEI COLLEGE,2027 MISSION AVENUE,OCEANSIDE,CA,92058,N/A,N/A,N/A
E01929,RASMUSSEN UNIVERSITY - TAMPA,330 BRANDON TOWN CENTER,BRANDON,FL,33511,N/A,N/A,N/A
E01938,MILLER-MOTTE COLLEGE - JACKSONVILLE,105 NEW FRONTIER WAY,JACKSONVILLE,NC,28546,N/A,N/A,N/A
E01946,DORSEY BUSINESS SCHOOL - SAGINAW CAMPUS,4390 BAY ROAD,SAGINAW,MI,48603,N/A,N/A,N/A
E01947,CAREER CARE INSTITUTE - MORENO VALLEY,22500  TOWN CIRCLE SUITE 2205,MORENO VALLEY,CA,92553,N/A,N/A,N/A
E01951,IMAGINE -  PAUL MITCHELL PARTNER SCHOOL,3030 WILLIAM PEREIRA DRIVE,NORMAN,OK,73072,N/A,N/A,N/A
E01957,MILLER-MOTTE COLLEGE - AUGUSTA,621 NORTHWEST FRONTAGE ROAD,AUGUSTA,GA,30907,N/A,N/A,N/A
E01970,EDWARD VIA VIRGINIA COLLEGE OF OSTEOPATH,350 HOWARD STREET,SPARTANBURG,SC,29303,N/A,N/A,N/A
E01977,UEI COLLEGE-RIVERSIDE,1860 UNIVERSITY  AVENUE,RIVERSIDE,CA,92507,N/A,N/A,N/A
E02015,MILLER-MOTTE COLLEGE - MACON,175 TOM HILL SENIOR BOULEVARD,MACON,GA,31210,N/A,N/A,N/A
E02028,UNITED EDUCATION INSTITUTE - UEI COLLEGE,4994 CLAREMONT AVENUE,STOCKTON,CA,95207,N/A,N/A,N/A
E02088,ATA COLLEGE-ATA CAREER EDUCATION,7355 SPRING HILL DRIVE,SPRING HILL,FL,34606,N/A,N/A,N/A
E02098,TEXAS BARBER COLLEGE #2,9888 FERGUSON,DALLAS,TX,75228,N/A,N/A,N/A
E02099,TEXAS BARBER COLLEGE #1,5148 SOUTH LANCASTER,DALLAS,TX,75241,N/A,N/A,N/A
E02100,TEXAS BARBER COLLEGE #5,610 C WEST CAVALCADE,HOUSTON,TX,77009,N/A,N/A,N/A
E02114,PAUL MITCHELL THE SCHOOL RHODE ISLAND,30 CHAPEL VIEW BOULEVARD STE 100,CRANSTON,RI,02920,N/A,N/A,N/A
E02115,PAUL MITCHELL THE SCHOOL ORLANDO,1285 OVIEDO MALL BLVD,OVIEDO,FL,32765,N/A,N/A,N/A
E02116,PAUL MITCHELL THE SCHOOL - SAN DIEGO,410 A STREET,SAN DIEGO,CA,92101,N/A,N/A,N/A
E02117,PAUL MITCHELL THE SCHOOL TAMPA,7823 CITRUS PARK,TAMPA,FL,33625,N/A,N/A,N/A
E02118,PAUL MITCHELL THE SCHOOL MICHIGAN,40688 VAN DYKE,STERLING HEIGHTS,MI,48313,N/A,N/A,N/A
E02122,PAUL MITCHELL THE SCHOOL GREAT LAKES PA,9941 INTERSTATE COMMERCE DRIVE,FORT MYERS,FL,33913,N/A,N/A,N/A
E02123,PAUL MITCHELL THE SCHOOL COLUMBIA,700 GERVAIS STREET #D,COLUMBIA,SC,29201,N/A,N/A,N/A
E02133,PLATT COLLEGE - RIVERSIDE,"6465 SYCAMORE CANYON BLVD, STE. 100",RIVERSIDE,CA,92507,N/A,N/A,N/A
E02135,SOUTH UNIVERSITY - AUSTIN,1220 W LOUIS HENNA BLVD,ROUND ROCK,TX,78681,N/A,N/A,N/A
E02145,JOHNS HOPKINS UNIVERSITY - CAREY BUSINES,100 INTERNATIONAL DRIVE,BALTIMORE,MD,21202,N/A,N/A,N/A
E02148,BELLA CAPELLI ACADEMY -,ROUTE 60 AND PARK MANOR DRIVE,PITTSBURGH,PA,15205,N/A,N/A,N/A
E02150,PAUL MITCHELL THE SCHOOL JACKSONVILLE -,14445 POTOMAC MILLS ROAD,WOODBRIDGE,VA,22192,N/A,N/A,N/A
E02160,MERIDIAN COLLEGE - GWINNETT INSTITUTE,1900 NORTH ALAFAYA TRAIL,ORLANDO,FL,32826,N/A,N/A,N/A
E02161,CAREER ACADEMY OF HAIR DESIGN - FAYETTEV,4310 W MARTIN LUTHER KING BLVD,FAYETTEVILLE,AR,72701,N/A,N/A,N/A
E02162,AMERICAN INSTITUTE - TOMS RIVER,2363 LAKEWOOD ROAD,TOMS RIVER,NJ,08755,N/A,N/A,N/A
E02163,PAUL MITCHELL THE SCHOOL JACKSONVILLE -,8041 L TYSONS CORNER CENTER,MCLEAN,VA,22102,N/A,N/A,N/A
E02166,RASMUSSEN UNIVERSITY - OVERLAND PARK,11600 COLLEGE BOULEVARD,OVERLAND PARK,KS,66210,N/A,N/A,N/A
E02167,RASMUSSEN UNIVERSITY - TOPEKA,620 SW GOVERNOR VIEW,TOPEKA,KS,66606,N/A,N/A,N/A
E02174,SOUTHERN CAREERS INSTITUTE - SAN ANTONIO,6963 NW LOOP 410,SAN ANTONIO,TX,78238,N/A,N/A,N/A
E02177,PCI HEALTH TRAINING CENTER - RICHARDSON,1300 INTERNATIONAL PARKWAY,RICHARDSON,TX,75081,N/A,N/A,N/A
E02178,HAYS ACADEMY OF HAIR DESIGN -,115 SOUTH 5TH STREET,SALINA,KS,67401,N/A,N/A,N/A
E02182,CHAMBERLAIN COLLEGE OF NURSING - INDIANA,9100 KEYSTONE CROSSING,INDIANAPOLIS,IN,46240,N/A,N/A,N/A
E02186,CRAVE BEAUTY ACADEMY-BALLWIN,15435 CLAYTON ROAD,BALLWIN,MO,63011,N/A,N/A,N/A
E02188,NEW YORK MEDICAL CAREER TRAINING CENTER,500 8TH AVENUE,NEW YORK,NY,10018,N/A,N/A,N/A
E02189,TONI & GUY HAIRDRESSING ACADEMY - BRAINT,727A  GRANITE STREET,BRAINTREE,MA,02184,N/A,N/A,N/A
E02190,DORSEY SCHOOL OF BUSINESS - DEARBORN,18660 FORD ROAD,DETROIT,MI,48228,N/A,N/A,N/A
E02191,MYCOMPUTERCAREER - DALLAS,12225 GREENVILLE AVENUE,DALLAS,TX,75243,N/A,N/A,N/A
E02192,MYCOMPUTERCAREER - HOUSTON,7908 NORTH SAM HOUSTON PARKWAY WEST,HOUSTON,TX,77064,N/A,N/A,N/A
E02194,ACADEMY OF HAIR DESIGN #1-GRENADA CAMPUS,2003-B SOUTH COMMERCE STREET,GRENADA,MS,38901,N/A,N/A,N/A
E02200,TAYLOR ANDREWS ACADEMY -  OREM,539 WEST UNIVERSITY PARKWAY,OREM,UT,84004,N/A,N/A,N/A
E02202,PAUL MITCHELL THE SCHOOL CINCINNATI - TO,5549 MONROE STREET,SYLVANIA,OH,43560,N/A,N/A,N/A
E02203,WEST COAST UNIVERSITY - MIAMI,9250 NW 36TH STREET,DORAL,FL,33178,N/A,N/A,N/A
E02206,PAUL MITCHELL THE SCHOOL CHICAGO - PAUL,106 YORKTOWN CENTER,LOMBARD,IL,60148,N/A,N/A,N/A
E02208,ADVANCE BEAUTY COLLEGE - LAGUNA HILLS,25332 MCINTYRE STREET,LAGUNA HILLS,CA,92653,N/A,N/A,N/A
E02209,PAUL MITCHELL THE SCHOOL FAYETTEVILLE -,1215 A WOODRUFF ROAD,GREENVILLE,SC,29607,N/A,N/A,N/A
E02210,ARIZONA SCHOOL OF INTEGRATIVE STUDIES -,113 WEST PHOENIX AVENUE,FLAGSTAFF,AZ,86001,N/A,N/A,N/A
E02211,ARIZONA SCHOOL OF INTEGRATIVE STUDIES -,115 SOUTH MCCORMICK STREET,PRESCOTT,AZ,86303,N/A,N/A,N/A
E23411,KENNETH SHULER SCHOOL OF COSMETOLOGY & N,98 DAVENPORT STREET,GOOSE CREEK,SC,29445,N/A,N/A,N/A
E40387,IDEAL BEAUTY ACADEMY - JEFFERSONVILLE,1401 YOUNGSTOWN DRIVE,JEFFERSONVILLE,IN,47130,N/A,N/A,N/A
E40394,AVEDA INSTITUTE TUCSON - AVEDA INSTITUTE,8475 SOUTH EMERALD DRIVE,TEMPE,AZ,85284,N/A,N/A,N/A
E40395,BAKER COLLEGE - CULINARY INSTITUTE OF MI,336 W. CLAY AVENUE,MUSKEGON,MI,49440,N/A,N/A,N/A
E40396,BAKER COLLEGE - CULINARY INSTITUTE OF MI,2000 ST. CLAIR STREET,PORT HURON,MI,48060,N/A,N/A,N/A
E40407,CELEBRITY BARBER SCHOOL,3220 LOUISVILLE AVENUE,MONROE,LA,71201,N/A,N/A,N/A
E40408,EDWARD VIA VIRGINIA COLLEGE OF OSTEOPATH,910 S. DONAHUE DRIVE,AUBURN,AL,36832,N/A,N/A,N/A
E40410,UNITECH TRAINING ACADEMY - METAIRIE,6660 RIVERSIDE DRIVE,METAIRIE,LA,70003,N/A,N/A,N/A
E40413,CAREER ACADEMY OF HAIR DESIGN - FORT SMI,1000 PHOENIX AVENUE,FORT SMITH,AR,72901,N/A,N/A,N/A
E40424,UEI COLLEGE - BAKERSFIELD,3737 ROSEDALE HIGHWAY,BAKERSFIELD,CA,93308,N/A,N/A,N/A
E40425,FLORIDA CAREER COLLEGE,7891 PINES BOULEVARD,PEMBROKE PINES,FL,33024,N/A,N/A,N/A
E40426,FLORIDA CAREER COLLEGE - WEST PALM BEACH,6058 OKEECHOBEE BLVD.,WEST PALM BEACH,FL,33417,N/A,N/A,N/A
E40427,FLORIDA CAREER COLLEGE -HIALEAH,3750 WEST 18 AVENUE,HIALEAH,FL,33012,N/A,N/A,N/A
E40428,FLORIDA CAREER COLLEGE - LAUDERDALE LAKE,3383 NORTH STATE ROAD 7,LAUDERDALE LAKES,FL,33319,N/A,N/A,N/A
E40429,FLORIDA CAREER COLLEGE -  TAMPA,9950 PRINCESS PALM AVENUE SUITE 100,TAMPA,FL,33619,N/A,N/A,N/A
E40430,FLORIDA CAREER COLLEGE - JACKSONVILLE,6600 YOUNGERMAN CIRCLE,JACKSONVILLE,FL,32244,N/A,N/A,N/A
E40431,FLORIDA CAREER COLLEGE - BOYNTON BEACH,1743 NORTH CONGRESS AVE,BOYNTON BEACH,FL,33426,N/A,N/A,N/A
E40432,FLORIDA CAREER COLLEGE - MARGATE,3271 N. STATE ROAD 7,MARGATE,FL,33063,N/A,N/A,N/A
E40434,FLORIDA CAREER COLLEGE - ORLANDO,989 NORTH SEMORAN BOULEVARD,ORLANDO,FL,32807,N/A,N/A,N/A
E40435,UNITED EDUCATION INSTITUTE - UEI COLLEGE,9215 N. BLACK CANYON HIGHWAY,PHOENIX,AZ,85021,N/A,N/A,N/A
E40436,FLORIDA CAREER COLLEGE - HOUSTON,70-A FARM TO MARKET ROAD 1960 WEST,HOUSTON,TX,77090,N/A,N/A,N/A
E40437,FAIRLEIGH DICKINSON UNIVERSITY - VANCOUV,842 CAMBIE STREET,VANCOUVER,CN,00000,"VANCOUVER, BC",CANADA,V6B2P6
E40438,KENNETH SHULER SCHOOL OF COSMETOLOGY - S,1515 JOHN B WHITE SR BOULEVARD,SPARTANBURG,SC,29301,N/A,N/A,N/A
E40439,KENNETH SHULER SCHOOL OF COSMETOLOGY  -,7474 GARNERS FERRY ROAD,COLUMBIA,SC,29209,N/A,N/A,N/A
E40440,KENNETH SHULER SCHOOL OF COSMO-GREENVILL,3528-A EARL E. MORRIS JR. HIGHWAY,GREENVILLE,SC,29611,N/A,N/A,N/A
E40441,KENNETH SHULER SCHOOL OF COSMETOLOGY & H,2443 WEST LUCAS STREET,FLORENCE,SC,29501,N/A,N/A,N/A
E40442,AMERICAN INSTITUTE - SOMERSET,80 COTTONTAIL LANE,SOMERSET,NJ,08873,N/A,N/A,N/A
E40443,UNITECH TRAINING ACADEMY - BATON ROUGE,10551 COURSEY BLVD,BATON ROUGE,LA,70816,N/A,N/A,N/A
E40444,ARIZONA SCH OF INTEGRATIVE STUDIES MESA,209 WEST MAIN STREET,MESA,AZ,85210,N/A,N/A,N/A
E40446,MYCOMPUTERCAREER - ARLINGTON,1701 EAST LAMAR BLVD,ARLINGTON,TX,76006,N/A,N/A,N/A
E40447,MYCOMPUTERCAREER - CHARLOTTE,3701 ARCO CORPORATE DRIVE,CHARLOTTE,NC,28273,N/A,N/A,N/A
E40449,OHIO MEDIA SCHOOL,4411 MONTGOMERY ROAD,NORWOOD,OH,45212,N/A,N/A,N/A
E40451,AVEDA INSTITUTE-SAN ANTONIO,21003 ENCINO COMMONS,SAN ANTONIO,TX,78259,N/A,N/A,N/A
E40457,INDIANA UNIVERSITY - FORT WAYNE,2101 EAST COLISEUM BOULEVARD,FORT WAYNE,IN,46805,N/A,N/A,N/A
E40459,INSTITUTE OF CULINARY EDUCATION -,521 EAST GREEN STREET,PASADENA,CA,91109,N/A,N/A,N/A
E40461,AMERICAN INSTITUTE OF CLINICAL MASSAGE,4365 EAST INVERNESS DRIVE,POST FALLS,ID,83854,N/A,N/A,N/A
E40462,DORSEY SCHOOL OF BUSINESS - SOUTHGATE CA,15755 NORTHLINE ROAD,SOUTHGATE,MI,48195,N/A,N/A,N/A
E40465,STANBRIDGE UNIVERSITY - LOS ANGELES,2215 WEST MISSION ROAD,ALHAMBRA,CA,91803,N/A,N/A,N/A
E40469,MIAMI DADE COLLEGE - WEST CAMPUS,3800 NW 115TH AVE,DORAL,FL,33178,N/A,N/A,N/A
E40471,ELEVATE SALON INSTITUTE,"300 EAST MAIN STREET, #100",DURHAM,NC,27701,N/A,N/A,N/A
E40473,UEI COLLEGE - SACRAMENTO,"4424 FLORIN ROAD, SUITE D & E",SACRAMENTO,CA,95823,N/A,N/A,N/A
E40477,NEW YORK MED CAR TRNG CENTER - MEDICAL C,711 STEWART AVENUE,GARDEN CITY,NY,11530,N/A,N/A,N/A
E40479,L'ESPRIT ACADEMY - ROYAL OAK,501 SOUTH WASHINGTON AVENUE,ROYAL OAK,MI,48067,N/A,N/A,N/A
E40485,SOUTHERN CAREERS INSTITUTE - WACO,3700 SOUTH IH-35,WACO,TX,76706,N/A,N/A,N/A
E40487,ATA COLLEGE - CINCINNATI,225 PICTORIA DRIVE,CINCINNATI,OH,45246,N/A,N/A,N/A
E40489,WEST VIRGINIA JUNIOR COLLEGE - UNITED CA,8957 LINCOLN HIGHWAY,IRWIN,PA,15642,N/A,N/A,N/A
E40492,TAYLOR ANDREWS ACADEMY OF HAIR DESIGN -,15070 DIX TOLEDO ROAD,SOUTHGATE,MI,48195,N/A,N/A,N/A
E40493,PCI ACADEMY - PCI ACADEMY,1550 SOUTH 1ST AVENUE,IOWA CITY,IA,52240,N/A,N/A,N/A
E40495,ELITE WELDING ACADEMY - DBA ELITE PIPE W,7119 VILLAGE WAY,HOUSTON,TX,77087,N/A,N/A,N/A
E40497,J. MICHAEL HARROLD BEAUTY ACADEMY -,10898  EAST US HWY 36,AVON,IN,46123,N/A,N/A,N/A
E40498,EDWARD VIA VIRGINIA COLLEGE OF OSTEOPATH,4408 BON AIRE DRIVE,MONROE,LA,71203,N/A,N/A,N/A
E40501,ELITE WELDING ACADEMY -,1910 COUNTY ROAD ONE,SOUTH POINT,OH,45680,N/A,N/A,N/A
E99990,FEDERAL STUDENT AID USE ONLY,"830 FIRST STREET, N.E.",WASHINGTON,DC,20202,N/A,N/A,N/A
G01120,BERKELEY SCHOOL OF THEOLOGY,2606 DWIGHT WAY,BERKELEY,CA,94704,N/A,N/A,N/A
G01165,CHURCH DIV SCH OF THE PACIFIC,2451 RIDGE RD,BERKELEY,CA,94709,N/A,N/A,N/A
G01169,CLAREMONT GRADUATE UNIVERSITY,150 EAST 10TH STREET,CLAREMONT,CA,91711,N/A,N/A,N/A
G01200,FULLER THEOLOGICAL SEMINARY,135 N OAKLAND,PASADENA,CA,91182,N/A,N/A,N/A
G01207,GRADUATE THEOLOGICAL UNION,2400 RIDGE ROAD,BERKELEY,CA,94709,N/A,N/A,N/A
G01256,PACIFIC SCHOOL OF RELIGION,1798 SCENIC AVE,BERKELEY,CA,94709,N/A,N/A,N/A
G01288,CLAREMONT SCHOOL OF THEOLOGY,1325 N COLLEGE AVE,CLAREMONT,CA,91711,N/A,N/A,N/A
G01295,SOUTHWESTERN LAW SCHOOL,3050 WILSHIRE BOULEVARD,LOS ANGELES,CA,90010,N/A,N/A,N/A
G01354,ILIFF SCHOOL OF THEOLOGY,2201 SOUTH UNIVERSITY BOULEVAR,DENVER,CO,80210,N/A,N/A,N/A
G01387,HARTFORD SEMINARY,77 SHERMAN STREET,HARTFORD,CT,06105,N/A,N/A,N/A
G01464,WESLEY THEOLOGICAL SEMINARY,4500 MASSACHUSETTS AVENUE  NW,WASHINGTON,DC,20016,N/A,N/A,N/A
G01560,COLUMBIA THEOLOGICAL SEMINARY,701 COLUMBIA DR PO BOX 520,DECATUR,GA,30031,N/A,N/A,N/A
G01568,INTERDENOMINATIONAL THEOLOGY CENTER,700 MARTIN LUTHER KING DR SW,ATLANTA,GA,30314,N/A,N/A,N/A
G01632,AQUINAS INSTITUTE OF THEOLOGY,23 S SPRING AVE,ST LOUIS,MO,63108,N/A,N/A,N/A
G01637,BETHANY THEOLOGICAL SEMINARY,615 NATIONAL RD  WEST,RICHMOND,IN,47374,N/A,N/A,N/A
G01661,CHICAGO THEOLOGICAL SEMINARY,5757 S. UNIVERSITY AVENUE,CHICAGO,IL,60637,N/A,N/A,N/A
G01682,GARRETT-EVANGELICAL THEOLOGICAL SEM,2121 SHERIDAN RD,EVANSTON,IL,60201,N/A,N/A,N/A
G01712,LUTHERAN SCHOOL OF THEOL AT CHICAGO,1100 EAST 55TH STREET,CHICAGO,IL,60615,N/A,N/A,N/A
G01721,MCCORMICK THEOLOGICAL SEMINARY,5460 S. UNIVERSITY AVENUE,CHICAGO,IL,60615,N/A,N/A,N/A
G01723,MEADVILLE LOMBARD THEOLOGICAL SCHOOL,5701 SOUTH WOODLAWN AVENUE,CHICAGO,IL,60637,N/A,N/A,N/A
G01736,NORTHERN BAPTIST THEOL SEMINARY,410 WARRENVILLE ROAD,LISLE,IL,60532,N/A,N/A,N/A
G01765,UNIVERSITY OF ST MARY OF THE LAKE,1000 E MAPLE AVENUE,MUNDELEIN,IL,60060,N/A,N/A,N/A
G01789,CHRISTIAN THEOLOGICAL SEMINARY,1000 W. 42ND STREET,INDIANAPOLIS,IN,46208,N/A,N/A,N/A
G01897,WARTBURG THEOLOGICAL SEMINARY,333 WARTBURG PLACE PO BOX 5004,DUBUQUE,IA,52004,N/A,N/A,N/A
G01953,ASBURY THEOLOGICAL SEMINARY,204 N. LEXINGTON,WILMORE,KY,40390,N/A,N/A,N/A
G01971,LEXINGTON THEOLOGICAL SEMINARY,230 LEXINGTON GREEN CIRCLE,LEXINGTON,KY,40503,N/A,N/A,N/A
G01974,LOUISVILLE PRESBYTERIAN THEOL SEM,1044 ALTA VISTA RD,LOUISVILLE,KY,40205,N/A,N/A,N/A
G02019,NEW ORLEANS BAPTIST THEOL SEMINARY,3939 GENTILLY BOULEVARD,NEW ORLEANS,LA,70126,N/A,N/A,N/A
G02022,NOTRE DAME SEMINARY,2901 S CARROLLTON AVE,NEW ORLEANS,LA,70118,N/A,N/A,N/A
G02202,POPE ST. JOHN XXIII NATIONAL SEMINARY,558 SOUTH AVENUE,WESTON,MA,02493,N/A,N/A,N/A
G02242,CALVIN THEOLOGICAL SEMINARY,3233 BURTON STREET SOUTHEAST,GRAND RAPIDS,MI,49546,N/A,N/A,N/A
G02248,CRANBROOK ACADEMY OF ART,1221 WOODWARD AVE  BOX 801,BLOOMFIELD HILLS,MI,48303,N/A,N/A,N/A
G02331,WESTERN THEOLOGICAL SEMINARY,101 E. 13TH ST.,HOLLAND,MI,49423,N/A,N/A,N/A
G02357,LUTHER SEMINARY,2481 COMO AVE,ST PAUL,MN,55108,N/A,N/A,N/A
G02386,UNITED THEOLGCL SEMINRY TWIN CITIES,767 EUSTIS STREET,ST. PAUL,MN,55114,N/A,N/A,N/A
G02391,MITCHELL HAMLINE SCHOOL OF LAW,875 SUMMIT AVENUE,ST PAUL,MN,55105,N/A,N/A,N/A
G02457,CONCORDIA SEMINARY,801 SEMINARY PLACE,SAINT LOUIS,MO,63105,N/A,N/A,N/A
G02462,EDEN THEOLOGICAL SEMINARY,475 E LOCKWOOD AVENUE,ST. LOUIS,MO,63119,N/A,N/A,N/A
G02474,KANSAS CITY UNIVERSITY,1750 INDEPENDENCE BLVD,KANSAS CITY,MO,64106,N/A,N/A,N/A
G02477,A.T. STILL UNIV OF HEALTH SCIENCES,800 W JEFFERSON,KIRKSVILLE,MO,63501,N/A,N/A,N/A
G02494,NAZARENE THEOLOGICAL SEMINARY,1700 E MEYER BLVD,KANSAS CITY,MO,64131,N/A,N/A,N/A
G02509,SAINT PAUL SCHOOL OF THEOLOGY,13720 ROE AVENUE,LEAWOOD,KS,66224,N/A,N/A,N/A
G02619,NEW BRUNSWICK THEOLOGICAL SEMINARY,17 SEMINARY PLACE,NEW BRUNSWICK,NJ,08901,N/A,N/A,N/A
G02626,PRINCETON THEOLOGICAL SEMINARY,P.O. BOX 821,PRINCETON,NJ,08542,N/A,N/A,N/A
G02669,BANK STREET COLLEGE OF EDUCATION,610 W 112TH ST,NEW YORK,NY,10025,N/A,N/A,N/A
G02674,NEW YORK THEOLOGICAL SEMINARY,475 RIVERSIDE DRIVE,NEW YORK,NY,10115,N/A,N/A,N/A
G02677,BROOKLYN LAW SCHOOL,250 JORALEMON STREET,BROOKLYN,NY,11201,N/A,N/A,N/A
G02700,COLGATE ROCHESTER CROZER DIVINITY S,1100 S GOODMAN STREET,ROCHESTER,NY,14620,N/A,N/A,N/A
G02726,GENERAL THEOLOGICAL SEMINARY OF THE EPIS,440 W  21 STREET,NEW YORK,NY,10011,N/A,N/A,N/A
G02749,NEW YORK COLLEGE OF PODIATRIC MED,53 EAST 124TH STREET,NEW YORK,NY,10035,N/A,N/A,N/A
G02783,NEW YORK LAW SCHOOL,57 WORTH ST,NEW YORK,NY,10013,N/A,N/A,N/A
G02784,NEW YORK MEDICAL COLLEGE,ADMINISTRATION BLDG,VALHALLA,NY,10595,N/A,N/A,N/A
G02807,ROCKEFELLER UNIVERSITY,1230 YORK AVENUE,NEW YORK,NY,10021,N/A,N/A,N/A
G02822,CHRIST THE KING SEMINARY,711 KNOX ROAD,EAST AURORA,NY,14052,N/A,N/A,N/A
G02833,ST VLADIMIR ORTHODOX THEOL SEM,575 SCARSDALE RD,CRESTWOOD,NY,10707,N/A,N/A,N/A
G02886,ALBANY LAW SCHOOL,80 NEW SCOTLAND AVE,ALBANY,NY,12208,N/A,N/A,N/A
G02887,ALBANY MEDICAL COLLEGE,47 NEW SCOTLAND  ADM R214/MC-1,ALBANY,NY,12208,N/A,N/A,N/A
G02890,UNION THEOLOGICAL SEMINARY,3041 BROADWAY,NEW YORK,NY,10027,N/A,N/A,N/A
G02963,SOUTHEASTERN BAPTIST THEOLOGICAL SEMINAR,120 S. WINGATE STREET,WAKE FOREST,NC,27587,N/A,N/A,N/A
G03075,METHODIST THEOLOGICAL SCH IN OHIO,3081 COLUMBUS PIKE,DELAWARE,OH,43015,N/A,N/A,N/A
